case,subcase_id,n_clusters,n_obs_per_cluster,subcase_label,method,GP_method,chosen_GP_method,chosen,rmw2_est,rmw2_emp_est,rel_rmw2_emp_bound,best_rel_rmw2_emp_bound,rel_to_best_gp_method
sitar,4,500,2,"d=500, n_i=2",PACE-AIC-default,Direct,FPC,FALSE,4.7787115165534715,0.30327367754964113,15.757092917407155,8.070378914875318,1.9524601116762546
sitar,4,500,2,"d=500, n_i=2",PACE-AIC-default,Empirical,FPC,FALSE,3.4490044351650453,0.30327367754964113,11.372580907884752,8.070378914875318,1.4091755824404746
sitar,4,500,2,"d=500, n_i=2",PACE-AIC-default,FPC,FPC,TRUE,2.44753349273332,0.30327367754964113,8.070378914875318,8.070378914875318,1
sitar,4,500,2,"d=500, n_i=2",PACE-BIC-GCV,Direct,FPC,FALSE,1.9951964431641984,0.30327367754964113,6.578864540057606,6.578864540057606,1
sitar,4,500,2,"d=500, n_i=2",PACE-BIC-GCV,Empirical,FPC,FALSE,2.9563951993670066,0.30327367754964113,9.74827496818642,6.578864540057606,1.4817564503465308
sitar,4,500,2,"d=500, n_i=2",PACE-BIC-GCV,FPC,FPC,TRUE,2.1973766642818253,0.30327367754964113,7.245523851710306,6.578864540057606,1.10133349115087
sitar,4,500,2,"d=500, n_i=2",PACE-BIC-default,Direct,FPC,FALSE,4.7787115165534715,0.30327367754964113,15.757092917407155,8.070378914875318,1.9524601116762546
sitar,4,500,2,"d=500, n_i=2",PACE-BIC-default,Empirical,FPC,FALSE,3.4490044351650453,0.30327367754964113,11.372580907884752,8.070378914875318,1.4091755824404746
sitar,4,500,2,"d=500, n_i=2",PACE-BIC-default,FPC,FPC,TRUE,2.44753349273332,0.30327367754964113,8.070378914875318,8.070378914875318,1
sitar,4,500,2,"d=500, n_i=2",PACE-FVE95-GCV,Direct,FPC,FALSE,1.9951964431641984,0.30327367754964113,6.578864540057606,6.578864540057606,1
sitar,4,500,2,"d=500, n_i=2",PACE-FVE95-GCV,Empirical,FPC,FALSE,2.9563951993670066,0.30327367754964113,9.74827496818642,6.578864540057606,1.4817564503465308
sitar,4,500,2,"d=500, n_i=2",PACE-FVE95-GCV,FPC,FPC,TRUE,2.1973766642818253,0.30327367754964113,7.245523851710306,6.578864540057606,1.10133349115087
sitar,4,500,2,"d=500, n_i=2",PACE-FVE95-default,Direct,FPC,FALSE,4.7787115165534715,0.30327367754964113,15.757092917407155,10.783535978396845,1.4612176329706754
sitar,4,500,2,"d=500, n_i=2",PACE-FVE95-default,Empirical,FPC,FALSE,3.2703626131572787,0.30327367754964113,10.783535978396845,10.783535978396845,1
sitar,4,500,2,"d=500, n_i=2",PACE-FVE95-default,FPC,FPC,TRUE,4.6726181124536765,0.30327367754964113,15.40726564272576,10.783535978396845,1.4287767642813864
sitar,4,500,2,"d=500, n_i=2",PACE-FVE99-GCV,Direct,FPC,FALSE,1.9951964431641984,0.30327367754964113,6.578864540057606,6.578864540057606,1
sitar,4,500,2,"d=500, n_i=2",PACE-FVE99-GCV,Empirical,FPC,FALSE,2.935543626581452,0.30327367754964113,9.679519997580238,6.578864540057606,1.47130556323865
sitar,4,500,2,"d=500, n_i=2",PACE-FVE99-GCV,FPC,FPC,TRUE,2.003782305950665,0.30327367754964113,6.607175149985371,6.578864540057606,1.0043032668867684
sitar,4,500,2,"d=500, n_i=2",PACE-FVE99-default,Direct,FPC,FALSE,4.7787115165534715,0.30327367754964113,15.757092917407155,10.77011279406422,1.4630388017933695
sitar,4,500,2,"d=500, n_i=2",PACE-FVE99-default,Empirical,FPC,FALSE,3.2662917146802966,0.30327367754964113,10.77011279406422,10.77011279406422,1
sitar,4,500,2,"d=500, n_i=2",PACE-FVE99-default,FPC,FPC,TRUE,4.823877867953622,0.30327367754964113,15.90602226651876,10.77011279406422,1.4768668230926156
sitar,4,500,2,"d=500, n_i=2",bayesFPCA-PVE95-L15,Empirical,FPC,FALSE,2.136401281704783,0.30327367754964113,7.044466565533329,7.040655422493045,1.0005413051501013
sitar,4,500,2,"d=500, n_i=2",bayesFPCA-PVE95-L15,FPC,FPC,TRUE,2.135245462339288,0.30327367754964113,7.040655422493045,7.040655422493045,1
sitar,4,500,2,"d=500, n_i=2",bayesFPCA-PVE99-L15,Empirical,FPC,FALSE,2.136401281704783,0.30327367754964113,7.044466565533329,7.040655422493045,1.0005413051501013
sitar,4,500,2,"d=500, n_i=2",bayesFPCA-PVE99-L15,FPC,FPC,TRUE,2.135245462339288,0.30327367754964113,7.040655422493045,7.040655422493045,1
sitar,5,500,10,"d=500, n_i=10",AdaStruMM,Empirical,FPC,FALSE,0.3182935073070657,0.30327367754964113,1.049525662361403,1.0435392941437036,1.0057366006735873
sitar,5,500,10,"d=500, n_i=10",AdaStruMM,EmpiricalCorrected,FPC,FALSE,0.3201968080980697,0.30327367754964113,1.0558015146093862,1.0435392941437036,1.0117506073173264
sitar,5,500,10,"d=500, n_i=10",AdaStruMM,FPC,FPC,TRUE,0.3164779994025177,0.30327367754964113,1.0435392941437036,1.0435392941437036,1
sitar,5,500,10,"d=500, n_i=10",FACE-95,Direct,FPC,FALSE,0.4352484906608299,0.30327367754964113,1.4351673847117397,1.231653015143549,1.1652367729108113
sitar,5,500,10,"d=500, n_i=10",FACE-95,Empirical,FPC,FALSE,0.37352793936768797,0.30327367754964113,1.231653015143549,1.231653015143549,1
sitar,5,500,10,"d=500, n_i=10",FACE-95,FPC,FPC,TRUE,0.9395333572746106,0.30327367754964113,3.097971986443907,1.231653015143549,2.5152960682541248
sitar,5,500,10,"d=500, n_i=10",FACE-99,Direct,FPC,FALSE,0.4352484906608299,0.30327367754964113,1.4351673847117397,1.231653015143549,1.1652367729108113
sitar,5,500,10,"d=500, n_i=10",FACE-99,Empirical,FPC,FALSE,0.37352793936768797,0.30327367754964113,1.231653015143549,1.231653015143549,1
sitar,5,500,10,"d=500, n_i=10",FACE-99,FPC,FPC,TRUE,0.46388255171585624,0.30327367754964113,1.5295839568533802,1.231653015143549,1.2418951912971263
sitar,5,500,10,"d=500, n_i=10",HGAM-GS,Empirical,Empirical,TRUE,0.36336927266151103,0.30327367754964113,1.1981563174141059,1.1981563174141059,1
sitar,5,500,10,"d=500, n_i=10",Local-GAM,Empirical,Empirical,TRUE,0.39492121216918796,0.30327367754964113,1.3021941612606507,1.3021941612606507,1
sitar,5,500,10,"d=500, n_i=10",Oracle-SITAR,Individual,Individual,TRUE,NA,0.30327367754964113,NA,NA,NA
sitar,5,500,10,"d=500, n_i=10",PACE-AIC-GCV,Direct,FPC,FALSE,0.9567455667482896,0.30327367754964113,3.1547266959615556,3.1547266959615556,1
sitar,5,500,10,"d=500, n_i=10",PACE-AIC-GCV,Empirical,FPC,FALSE,1.1058572606111523,0.30327367754964113,3.646400404895479,3.1547266959615556,1.1558530282713007
sitar,5,500,10,"d=500, n_i=10",PACE-AIC-GCV,FPC,FPC,TRUE,1.1625223952049974,0.30327367754964113,3.8332452872198606,3.1547266959615556,1.2150799915970196
sitar,5,500,10,"d=500, n_i=10",PACE-AIC-default,Direct,FPC,FALSE,0.6778491548784801,0.30327367754964113,2.2351071163026566,2.2351071163026566,1
sitar,5,500,10,"d=500, n_i=10",PACE-AIC-default,Empirical,FPC,FALSE,0.9993194651504269,0.30327367754964113,3.2951078155698297,2.2351071163026566,1.4742505142306737
sitar,5,500,10,"d=500, n_i=10",PACE-AIC-default,FPC,FPC,TRUE,1.031150018829957,0.30327367754964113,3.4000643483514126,2.2351071163026566,1.521208681029947
sitar,5,500,10,"d=500, n_i=10",PACE-BIC-GCV,Direct,FPC,FALSE,0.9567455667482896,0.30327367754964113,3.1547266959615556,3.1547266959615556,1
sitar,5,500,10,"d=500, n_i=10",PACE-BIC-GCV,Empirical,FPC,FALSE,1.1058572606111523,0.30327367754964113,3.646400404895479,3.1547266959615556,1.1558530282713007
sitar,5,500,10,"d=500, n_i=10",PACE-BIC-GCV,FPC,FPC,TRUE,1.1625223952049974,0.30327367754964113,3.8332452872198606,3.1547266959615556,1.2150799915970196
sitar,5,500,10,"d=500, n_i=10",PACE-BIC-default,Direct,FPC,FALSE,0.6778491548784801,0.30327367754964113,2.2351071163026566,2.2351071163026566,1
sitar,5,500,10,"d=500, n_i=10",PACE-BIC-default,Empirical,FPC,FALSE,0.9993194651504269,0.30327367754964113,3.2951078155698297,2.2351071163026566,1.4742505142306737
sitar,5,500,10,"d=500, n_i=10",PACE-BIC-default,FPC,FPC,TRUE,1.031150018829957,0.30327367754964113,3.4000643483514126,2.2351071163026566,1.521208681029947
sitar,5,500,10,"d=500, n_i=10",PACE-FVE95-GCV,Direct,FPC,FALSE,0.9567455667482896,0.30327367754964113,3.1547266959615556,3.1547266959615556,1
sitar,5,500,10,"d=500, n_i=10",PACE-FVE95-GCV,Empirical,FPC,FALSE,1.656809785489201,0.30327367754964113,5.463084692597521,3.1547266959615556,1.7317140973229002
sitar,5,500,10,"d=500, n_i=10",PACE-FVE95-GCV,FPC,FPC,TRUE,1.6635000274604852,0.30327367754964113,5.485144773859236,3.1547266959615556,1.738706804897206
sitar,5,500,10,"d=500, n_i=10",PACE-FVE95-default,Direct,FPC,FALSE,0.6778491548784801,0.30327367754964113,2.2351071163026566,2.2351071163026566,1
sitar,5,500,10,"d=500, n_i=10",PACE-FVE95-default,Empirical,FPC,FALSE,0.9993194651504269,0.30327367754964113,3.2951078155698297,2.2351071163026566,1.4742505142306737
sitar,5,500,10,"d=500, n_i=10",PACE-FVE95-default,FPC,FPC,TRUE,1.031150018829957,0.30327367754964113,3.4000643483514126,2.2351071163026566,1.521208681029947
sitar,5,500,10,"d=500, n_i=10",PACE-FVE99-GCV,Direct,FPC,FALSE,0.9567455667482896,0.30327367754964113,3.1547266959615556,3.1547266959615556,1
sitar,5,500,10,"d=500, n_i=10",PACE-FVE99-GCV,Empirical,FPC,FALSE,1.1058572606111523,0.30327367754964113,3.646400404895479,3.1547266959615556,1.1558530282713007
sitar,5,500,10,"d=500, n_i=10",PACE-FVE99-GCV,FPC,FPC,TRUE,1.1625223952049974,0.30327367754964113,3.8332452872198606,3.1547266959615556,1.2150799915970196
sitar,5,500,10,"d=500, n_i=10",PACE-FVE99-default,Direct,FPC,FALSE,0.6778491548784801,0.30327367754964113,2.2351071163026566,2.2351071163026566,1
sitar,5,500,10,"d=500, n_i=10",PACE-FVE99-default,Empirical,FPC,FALSE,0.9993194651504269,0.30327367754964113,3.2951078155698297,2.2351071163026566,1.4742505142306737
sitar,5,500,10,"d=500, n_i=10",PACE-FVE99-default,FPC,FPC,TRUE,1.031150018829957,0.30327367754964113,3.4000643483514126,2.2351071163026566,1.521208681029947
sitar,5,500,10,"d=500, n_i=10",SITAR,Empirical,Empirical,TRUE,0.3058683282969945,0.30327367754964113,1.0085554762560252,1.0085554762560252,1
sitar,5,500,10,"d=500, n_i=10",bayesFPCA-PVE95-L15,Empirical,FPC,FALSE,2.033385746378465,0.30327367754964113,6.704788106925737,6.704592700279935,1.000029145192637
sitar,5,500,10,"d=500, n_i=10",bayesFPCA-PVE95-L15,FPC,FPC,TRUE,2.033326484686375,0.30327367754964113,6.704592700279935,6.704592700279935,1
sitar,5,500,10,"d=500, n_i=10",bayesFPCA-PVE99-L15,Empirical,FPC,FALSE,1.682243988433171,0.30327367754964113,5.546950206906151,5.545761731865262,1.0002143033001327
sitar,5,500,10,"d=500, n_i=10",bayesFPCA-PVE99-L15,FPC,FPC,TRUE,1.681883555236845,0.30327367754964113,5.545761731865262,5.545761731865262,1
